id	left	node	right	use
58801	ratusan jenis penggunaan yang berbeda , misalnya : ・ PVC dapat diekstrusi , artinya	dipanaskan	dan dialirkan melalui suatu cetakan berbagai bentuk , sehingga dihasilkan produk	lit
39862	makanan-makanan yang mengandung asam lemak tak jenuh tidak diolah dengan digoreng atau	dipanaskan	pada suhu yang terlampau tinggi . Proses penggorengan akan mengakibatkan makanan	lit
17456	binatang ( daging ,, tulang ikan , makanan binatang peliharaan ) sebaiknya dimasak atau	dipanaskan	dengan benar ( termasuk pasterurisasi dan iradiasi ) . Untuk Menghilangkan patogen	lit
57542	bundar yang tak hingga . Molekul S 2 dan S 3 ada dalam fasa gas . Bila belerang	dipanaskan	, belerang akan mencair dan saat didinginkan menjadi makromolekul seperti karet	lit
8207	terdapat pada plastik pembungkus dapat bocor dan masuk ke makanan berminyak bila	dipanaskan	. PVC berpotensi berbahaya untuk ginjal , hati dan berat badan . 4 -LDPE # 4 .	lit
57542	tak bewarna ( mp 190 oC ( 2.5 atm ) dan bp . 183 oC ) yang </p><p> tersublimasi bila	dipanaskan	. AlCl 3 melarut dalam etanol dan eter . AlCl 3 adalah asam Lewis dan membentuk	lit
73549	dinaikkan menjadi 800 darjah Celcius . Bukan apa , reaktor yang digunakan tidak boleh	dipanaskan	pada suhu yang lebih tinggi . “ Ok , kamu buat laporan fabrikasi tiub reaktor menggunakan	lit
34319	para penguji yang Langkah Kerja 1 : laboratoriumnya telah mendapatkan 1 . Cawan	dipanaskan	dalam oven pada suhu 105 – 110 o C selama sertifikat ini akan menggunakan prosedur	lit
25926	serupa dengan mesin fotocopy . Tinta serbuk tersebut disemprotkan ke atas kertas dan	dipanaskan	hingga suhu tertentu agar melekat . Di antara ketiga jenis printer tersebut , printer	lit
20016	dan dipanaskan dengan propana atau sebagai alternatif , terletak di atas meja dan	dipanaskan	dengan batu arang . Daging dan sayur dimasukkan ke dalam periuk secara berasingan	lit
44587	tersebut lalu dilepaskan ketika beban puncak untuk mensuplai energi listrik dan dapat	dipanaskan	dengan menggunakan panas yang dibuang oleh mesin-mesin atau pembangkit listrik	lit
36301	mahal , dan tidak fleksibel , tapi memiliki penggemar , terutama karena mereka dapat	dipanaskan	ke suhu tubuh dalam air hangat , dan disterilkan dengan air mendidih . </p><p> [	lit
6653	pembakaran atau kiln adalah suatu tempat / ruangan dari batu bata tahan api yang dapat	dipanaskan	dengan bahan bakar atau listrik dan dipergunakan untuk membakar benda-benda keramik	lit
6653	dipergunakan untuk membakar benda-benda keramik terbuat dari batu bata tahan api yang dapat	dipanaskan	dengan bahan bakar atau listrik . Kiln wash Lapisan pelindung dari bahan tahan	lit
61219	plastik ini dinamakan elastomer . </p><p> Tetapi meskipun demikian , apabila elastomer	dipanaskan	melebihi batas temperatur yang diizinkan dan kemudian didinginkan lagi maka elastomer	lit
12634	^beritahukanlah/beritahu<vblex><actv><perf><caus><sg>+ kepada mereka ( bahwa mereka akan mendapat ) siksa yang pedih . Pada hari	dipanaskan	emas perak ( harta kekayaan ) itu dalam neraka Jahannam , lalu dibakar dengannya	lit
21527	melembutkan besi bagaikan lilin atau adonan yang dapat dibentuk sesuka hati tanpa harus	dipanaskan	di api . Walau ia diberikan kerajaan namun ia tetap saja kerja keras dan tidak	lit
56518	( oksidasi ) , bukan pemadatan plasma . Asap tidak seperti hydrogen atau helium	dipanaskan	, ^maupun/ingin<adv>+ mengandung unsur-unsur massanya atau kandungan yang lain	lit
20577	kehijauan . Sebagai bagian dari proses penyelesaian batuannya , beberapa batuan ini	dipanaskan	untuk mengangkat noda-noda kuning . </p><p> posted by Mia Gofar @ 7 : 56 AM 0 comments	lit
57542	jenis ReO 3 tersusun atas oktahedra WO 6 yang berbagai sudut . Bila senyawa ini	dipanaskan	di vakum atau dengan tungsten serbuk terjadi reduksi dan berbagai oksida dengan	lit
32136	suhu tinggi saat menggoreng kentang . Kentang sendiri mengandung asparagine , jika	dipanaskan	maka akan berubah menjadi acrylamide . Racun juga masuk ke dalam bumbu penyedap	lit
78944	menjelaskan spektrum dari hydrogen atom . Telah lama diketahui bahwa gas hydrogen jika	dipanaskan	pada tingkat kepanasan tinggi , akan mengeluarkan cahaya . Tetapi , cahaya ini	lit
872	dengan bagaimana alam memproduksi minyak . Misalnya limbah berbasis karbon jika	dipanaskan	dan diberi tekanan tepat , mampu menghasilkan bahan minyak . Secara alamiah proses	lit
2811	obat-obatan . Seperti hal kasus flu burung pada unggas , virus tersebut akan mati jika	dipanaskan	. Penyakit rabies merupakan pesan yang sering muncul dalam pesan iklan ini , mungkin	lit
49207	wujud materi alam yang bisa berubah namun massanya tetap , seperti air yang jika	dipanaskan	akan berubah menjadi uap , namun massa total tetap sama . Tapi dikatakan bahwa	lit
16222	pengandaian eksak , misalnya tembaga bila dipanaskan memuai , maka jam juga kalau	dipanaskan	akan memuai karena jam adalah tembaga . Sepertinya kita sepakat bahwa mahasiswa	lit
49096	akna mati . Karena habitat utama TDR adalah kasur kapuk , maka bila kasur kapuk	dipanaskan	tungau akan mati . Di Indonesia maeyarakat memiliki kebiasaan menjemur kasur sambil	lit
34319	sebanyak 6 gram dan digoyang . 5 tetes . Destilasi diakhiri setelah 2 . Kemudian	dipanaskan	pada volume destilat 150 ml atau pemanas listrik atau api bunsen setelah destilat	lit
1275	Lucunya lagi ramuan rahasia tersebut terbuat dari campuran detergen dan air kemudian	dipanaskan	dengan suhu tertentu dalam tangki . Mungkin disini masalahnya masih tetap rumit	lit
50554	dua kali untuk mendapatkan sebanyak mungkin sarinya . Sari tebu tersebut kemudian	dipanaskan	untuk dijadikan gula . Karena kekurangan bahan bakar untuk tungku , maka sejak	lit
77383	satu tabung yang berbentuk bulat lonjong dengan menghadap kesamping . Sistem kerja	dipanaskan	dengan kokas sampai ± 1500 0 C , Dimiringkan untuk memasukkan bahan baku baja .	lit
39296	peradangan yang menghasilkan kerusakan kulit . </p><p> Makanan Yang Digoreng Ketika	dipanaskan	dengan temperatur tinggi , minyak sayur seperti yang digunakan di kebanyakan restoran	lit
40101	Dia mengajukan tiga kelompok senyawa berikut : 1 ) “ Spirits “ yang menguap ketika	dipanaskan	, seperti camphor , arsen dan amonium klorida . 2 ) “ Metals ” seperti emas , perak	lit
49096	di saringan 0,075 mm diambil dan dimasukan kedalam 150 ml asam laktat 90 % , lalu	dipanaskan	sampai mendidih selama 15 menit . Setelah dipanaskan tungau akan berada diatas	lit
36418	dipanaskan memuai . </p><p> Tembaga dipanaskan memuai . </p><p> Kesimpulan : Semua logam	dipanaskan	memuai . </p><p> b. Kesimpulan deduksi , yaitu kesimpulan yang diambil dari keputusan	lit
34319	dilihat pada Prinsip : Air akan menguap Gambar 6.12 . seluruhnya jika bahan makanan	dipanaskan	pada suhu 105 – 110 oC . Peralatan : Botol timbang bertutup / cawan Dessiccator	lit
73549	Tidak sampai 0.1 gram nanotiub karbon . Mencoret ketika menunggu sistem di makmal	dipanaskan	ke suhu 800 darjah Celcius . 1 Mac 2006 . Jam 1515 . </p><p> dicatat oleh Naim di	lit
75084	perekat antar quark ? Memisahkan quark bisa dianggap mustahil , namun jika materi	dipanaskan	hingga 1000 milyar derajat , quark akan lepas dengan sendirinya dan materi akan	lit
63089	miskin dan tidak ada peluang dalam perniagaan . Rasa tidak puas hati orang Melayu	dipanaskan	lagi dengan kempen pilihan raya 1969 yang berterusan selama enam minggu . Ketika	met
71543	pembuatan ; Soda api dilarutkan dalam Methanol dan kemudian dimasukan kedalam minyak	dipanaskan	sekitar 55 oC , diaduk dengan cepat selama 15 - 20 menit kemudian dibiarkan dalam	lit
57542	, HgO , adalah senyawa kristalin bewarna merah dan dibentuk bila merkuri nitrat	dipanaskan	di udara . HgO memiliki struktur zigzag tak hingga . Kromium trioksida , CrO 3	lit
11694	erlenmeyer berisi air yang 7 . Dinginkan labu erlenmeyer dengan cara memasukkannya pada	dipanaskan	. air dingin , lalu biarkan beberapa saat . Apakah yang terjadi ? 226 Belajar IPA	lit
18199	kehidupan seharian , untuk melicinkan pergerakan sesebuah kenderaan ianya perlu	dipanaskan	terlebih dahulu sebelum bergerak . Ianya juga bertujuan untuk memastikan hayat	lit
60892	pemanasan , sedangkan pada umumnya untuk keamanan dan pengawetan produk susu perlu	dipanaskan	. Karlsruhe ( Jerman ) , 20 April 2003 --------------------------------------------------------------------------------	lit
11744	lain menyusui adalah murah harganya , tersedia pada suhu yang ideal dan tidak perlu	dipanaskan	terlebih dahulu , selalu segar dan bebas pencemaran kuman , memperkuat ikatan batin	lit
19320	yang telah dimasak pada suhu 80 ° C selama 1 menit , sedangkan telur unggas perlu	dipanaskan	pada suhu 64 ° C selama 5 menit . </p><p> Melaksanakan kebersihan lingkungan . </p>	lit
34319	Ambil contoh air plankton dengan murni jarum ose yang telah 4 . Amati pertumbuhan	dipanaskan	/ disterilisasi dan phytoplankton tersebut dengan oleskan kepermukaan media menghitung	lit
28802	tersebut dengan maksud selain untuk mengetahui proses apa saja yang terjadi ketika rol	dipanaskan	juga meneliti apakah benar terjadi perubahan kemampuan pada rol setelah adanya	lit
72909	aruslah zat cair dengan sifat termometrik artinya mengalami perubahan fisis pada saat	dipanaskan	atau didinginkan , misalnya raksa dan alkohol . zat cair tersebut memiliki dua	lit
47859	dan gasifikasi adalah dua bentuk perlakukan panas yang berhubungan , dimana sampah	dipanaskan	pada suhu tinggi dengan keadaan miskin oksigen . Proses ini biasanya dilakukan	lit
23254	singkatnya , ada pemisahan antara sampah organik dan non-organik . Kemudian sampah-sampah	dipanaskan	dan selanjutnya akan diolah menjadi sumber energi melalui sejumlah proses yang	lit
17607	SUSANTO </p><p> Pekerja menaruh butiran kompos pada granulator yang berputar sebelum	dipanaskan	di PT Godang Tua Jaya Farming di Tempat Pembuangan Akhir Bantar Gebang , Bekasi	lit
2145	pijat batu panas , maka pada pemijatan ini digunakan batu vulkanik yang sebelumnya	dipanaskan	terlebih dahulu . Kemudian batu yang cukup panas itu diletakkan pada tubuh selama	lit
65241	ke dapur melihat orang yang sedang membuat gula di dalam ketel besar yang sedang	dipanaskan	. kemudian beliau melihat ke atas ternyata ada genteng yang bocor berlobang . Walaupun	lit
71045	^beritahukanlah/beritahu<vblex><actv><perf><caus><sg>+ kepada mereka adanya siksa yang pedih . Tatkala semuanya	dipanaskan	dalam api jahanam , lalu dengan itu dahi mereka , lambung mereka dan punggung mereka	lit
25707	untuk bumi kita , microwave juga tidak baik untuk badan kita . Makanan yang sering	dipanaskan	dengan microwave memang tidak membuat kita menunggu lebih lama , tetapi hal ini	lit
1135	sebuah cakram bahan bakar berukuran kecil diletakkan dalam pemanggang , setelah	dipanaskan	sampai suhu tertentu cakram tersebut disinari dengan laser . Waktu yang diperlukan	lit
35179	atas 28.3 liter . 8 contoh lain harus meletus di atas volume tadi , tetapi setelah	dipanaskan	70 0 selama 7 hari . </p><p> 38 </p><p> Cermin Dunia Kedokteran No. 10 , 1977 </p><p>	lit
38387	cemerlang tiba-tiba terlintas . Seperti wujud air yang bisa berubah uap setelah	dipanaskan	( mendidih ) , untuk mewujudkan impian agar Tim Olimpiade Fisika Indonesia menyabet	lit
23440	pengegasan merupakan dua bentuk pengolahan haba yang berkait , dengan bahan sisa	dipanaskan	sehingga suhu yang tinggi menerusi penggunaan oksigen yang terhad . Proses itu	lit
14965	swalayan , kita bisa mendapatkan kemasan susu pasteurisasi di lemari pendingin ) . Susu	dipanaskan	72 ° C selama 15 detik , dan disimpan dalam suhu 5 - 7 ° C , sehingga daya tahannya	lit
4607	Tak payah ' . Sebab aku masa itu hendak cepat . Aku ada kerja lain . Periuk telah	dipanaskan	. Ayam tadi telah aku basuh dan kulitnya aku ^buangpun/buang<vblex><actv><perf><sg>+	lit
4100	yang sudah disterilkan , sehingga dapat digunakan sesuai kebutuhan . ASI yang telah	dipanaskan	tidak bisa disimpan kembali di dalam termos ataupun lemari pendingin . </p><p> Ketahanan	lit
75428	bewarna dicampur bersama gorengan bawang yang bertujuan apabila plastik straw tersebut	dipanaskan	, ianya melebur lantas menyaluti bawang tersebut . Sebab itulah kalau bawang goreng	lit
64078	, tak lama kami kembali . Di Mikrowelle sudah ada makanan kegemaranmu , tinggal	dipanaskan	". Peluk dan cium , Ana dan Aya . "" Bulat sedih . Diletakkannya hasil karangan yang"	lit
59589	pagi ia juga harus berangkat cepat ke kantor sehingga makanan siap saji ini tinggal	dipanaskan	untuk sarapan pagi keluarganya . Pada hari-hari lain , Ida selalu memasak - dibantu	lit
47487	murah … disini saya malas masak … jadi semua beli barang supermarket yang tinggal	dipanaskan	dan upps tinggal di makan . Tidak tahu bakal bertahan berapa lama , tidak banyak	lit
49096	% . Perkembangbiakan TDR akan terganggu pada suhu diatas 32 o C dan jika tungau	dipanaskan	selama 6 jam pada suhu 51 o C dengan kelembaban udara 60 % mka tungau akan mati	lit
7598	mengambang terikat satu sama lainnya seperti pasangan kimia , tetapi ketika udara	dipanaskan	seperti pada nyala api boiler ( 3000 F = 1648 C ) , atom nitrogen ini terpecah	lit
15868	dialirkan ke circulating pump yang akan memompa bahan bakar melewati heater ( untuk	dipanaskan	sampai 150 C ) dan full flow filter ( penyaringan ) untuk kemudian masuk ke motor	lit
14965	maksimal menjadi 14 hari . Berikutnya , ada “ susu sterilisasi konvensional ” , yang	dipanaskan	pada suhu 120 ° C selama 15 menit . Dalam kemasan yang belum dibuka , umur simpan	lit
19844	. Selain itu , susu segar juga sulit didapat . </p><p> * Susu pasteurisasi , yang	dipanaskan	dengan suhu 63 - 72 ° C selama 15 detik untuk membunuh bakteri patogen , namun	lit
46020	padahal ya belum tentu berasal dari sumber air panas , kadang bisa saja air yang	dipanaskan	bukan ? Kebetulan saja tempat yang kami tuju memang di puncak bukit dan tempat	lit
68595	tempat-tempat pemandian , para pengunjung dapat melihat jaringan saluran air yang	dipanaskan	dengan batu ( hypocaust ) di bawah lantai yang kini telah hilang . Para arkeolog	lit
64837	merebus mori di daerah Blora . Lebih dahulu orang membuat Wantu , yaitu air yang	dipanaskan	dalam suatu wadah sebelum sesuatu barang yang direbus di masukkan didalamnya .	lit
20577	Tetapi banyak juga batu Citrin yang dipasaran adalah merupakan batu ametyhst yang	dipanaskan	hingga berubah warna menjadi warna emas . Apapun jenisnya , Amethyst atau Citrin	lit
10263	atau besi membara . Rekor dunia mencatat ada orang yang mampu menjilati besi yang	dipanaskan	hingga 3000 ( tiga ribu ) derajad . Tapi itu hasil latihan , bukan kekuatan dari	lit
23619	difokuskan secara optik ke ketel ( boiler , al-ghallayah ) yang berisi gas yang	dipanaskan	hingga suhu sekitar 2500 o C. Gas yang keluar dari ketel dipacu dengan laju 1000	lit
51655	soto Kudus . Kuahny panas mengepul karena baru diambil dari periuk tanaha liat yang	dipanaskan	terus-menerus . Kuahnya mengumbar aroma gurih wangi bawang dan kemiri . Kuning	lit
20016	rebusan yang sederhana harumnya dalam periuk Mongolia yang merupakan bekas loyang yang	dipanaskan	dengan batu arang di dalam serombong pusat . Air rebusan dimasak di dalam sebuah	lit
75409	semalam bisa bangun tujuh kali untuk kencing , dan air seni berbau gula merah yang	dipanaskan	, '' tulis Simon dalam e-mailnya . Tapi , cerita itu sudah menjadi masa lalu baginya	lit
67400	dan p ada kedalam 50 cm Penentuannya dilakukan dengan mengambil 50 gram pasir yang	dipanaskan	dengan cawan porselin disertai pengadukan secara perlahan-lahan selama 15 menit	lit
67785	suasana berlaku adalah sebaliknya . Isu Politik Kelantan menjadi isu pertama yang	dipanaskan	oleh sesama sendiri . CEO Perbadanan Menteri Besar Kelantan menjadi kerusi panas	met
27844	seperti butane ( misalnya untuk digunakan dengan perlengkapan penataan rambut yang	dipanaskan	, gas untuk perkemahan , dan pemantik api koki ) , oksigen , propane , dan tabung	lit
53839	domba . Pemanasan dapat mempengaruhi kandungan protein daging . Daging sapi yang	dipanaskan	pada suhu 70 oC akan mengalami pengurangan jumlah lisin menjadi 90 persen , sedangkan	lit
46906	lengan kemeja ayahnya — berwarna ungu muda — dan menyetrikanya dengan setrika yang	dipanaskan	di kompor . Bukan pertama kali ini aku menyadari bahwa Katie akan menjadi istri	lit
70510	dari sumber air yang mengeluarkan gas . Sumber air panas bisa berupa air tanah yang	dipanaskan	oleh panas bumi atau dipanaskan manusia dengan sumber panas . Air panas bisa keluar	lit
1092	3500 oC dengan besi di dalam tungku pelebur karbon . Hannay menggunakan tube yang	dipanaskan	dengan api , Moissan mengaplikasikan teknologi terbaru tungku busur listrik , di	lit
8877	terbelah dengan segala kekuatannya kemudian meleleh dan mengalir bagaikan perak yg	dipanaskan	hingga berwarna merah dan manusia bercampur baur seperti serangga yang bertebaran	lit
25108	Tapi kemunculan Andrew membuat Ridho cemburu dan bertengkar dengan Maysaroh . Mereka saling cemburu dan saling	memanasi	. Apakah cinta mereka akan sampai kejanjang pernikahan ? Starring : Refaldo - Ida Ayu Kadek Devi </p><p> SAUS KACANG	met
16938	sebaiknya menyadari bahwa ikan itu merupakan bahan makanan yang cepat busuk atau rusak ( high parishable ) . 3 .	memanasi	( memasak ) ikan yang akan dimakan . Proses pemasakan pada ikan sebelum dikonsumsi dapat membunuh bakteri-bakteri	lit
2718	. Mengapa bumi tiba-tiba mengalami kenaikan suhu ? Salah satu teman saya menjawab bahwa matahari terus-terusan	memanasi	air laut . Dan gas hasil penguapan ini yang kemudian membuat bumi makin penuh dengan gas yang panas . Hahaha	lit
18035	parit kecil yang airnya selalu mengalir menuju sawah-sawah yang tersisa . Padahal besok , apabila mentari terik	memanasi	alam di situ , bau limbah itu segera merebak di sekitarnya . Belum lagi jika melihat kondisi parit yang kotor	lit
70130	sendiri . Lalu jilatan api melumat tubuh-tubuh kurus keringmu . Disertai hembusan angin sepoi yang bersorai ,	memanasi	api hingga dengan cepat membesar , kemudian menghanguskan seluruh tubuhmu . Akhirnya hanya meninggalkan puing-puing	lit
148126	beranjak untuk memburu bergegas meninggalkan Mahmudin bayi-bayi domba . Matahari yang semula bersahabat mulai	memanasi	atap-atap rumah , jalanan , mematuki yang kehabisan kata-kata ) pori-pori . Membuat angkot dan bus kota yang	lit
12620	bersepeda , kita dianjurkan untuk melakukan pemanasan . Pemanasan menurut KBBI adalah proses , cara , perbuatan	memanasi	atau memanaskan . Pada saat akan berolahraga – baik ringan ^maupun/ingin<adv>+ berat – sangat dianjurkan menyediakan	lit
6568	minyak mendidik 198 o Celcius mampu memanasi bagian luar dengan suhu 198 o Celcius , namun ternyata hanya mampu	memanasi	bagian dalam bahan pangan yang digoreng hingga 100 o Celcius ( Winarno , 1993 ) . </p><p> Pengovenan menurut Harris	lit
6568	Karnas ( 1989 ) dapat dilakukan pada bahan pangan terutama pada produk olahan bahan pangan , ternyata hanya mampu	memanasi	bagian dalam produk yang dioven dengan suhu yang lebih kecil dari 100 o Celcius dan lagi masih banyak mengandung	lit
6568	Harris dan Karnas , 1989 ) . </p><p> Penggorengan bahan pangan dengan media minyak mendidik 198 o Celcius mampu	memanasi	bagian luar dengan suhu 198 o Celcius , namun ternyata hanya mampu memanasi bagian dalam bahan pangan yang digoreng	lit
119924	karena ada jembatan api ( bag wall ) , menyentuh atap tungku pada ruang pembakaran dan berbalik ke bawah untuk	memanasi	benda keramik , kemudian mengalir ke saluran di bawah lantai tungku ( kanal ) dan keluar melalui cerobong . Dengan	lit
119924	dinding api / jembatan api ( bag wall ) . Gas tersebut kemudian menyentuh atap tungku dan berbalik ke bawah untuk	memanasi	benda-benda keramik serta mengalir ke saluran di bawah lantai tungku ( kanal ) dan ke luar melalui cerobong .	lit
17462	"lain di jamannya . Bandingkan dua penggalan dari Saman dan Tabula Rasa berikut ini : "" ... garis-garis cahaya"	memanasi	"birahi hingga tanak seperti nasi . "" ( Saman , hal . 2 ) , "" ... hatiku tidak lagi bergelora cintanya seperti"	met
56650	biasa , sangat tertarik pada hal-hal yang aneh . “ Ceritakan lagi padaku kehebatannya yang lain , ” pancing beliau	memanasi	Bu Mus sambil memajukan posisi duduknya , mendekatkan keminangan tempat cupu-cupu gambir dan kapur , lalu meludahkan	met
72010	akan berganti ^pulalah/pula<adv>+ segala yang ada dalam alam ini . Andaikata matahari tidak lagi menyinari dan	memanasi	bumi , menurut undang-undang yang sudah berjalan sejak jutaan tahun yang lalu , niscaya bumi dan langit ini sudah	lit
28213	orang bijak ,, '' Apa yang sudah kau pelajari , '' tanya orang bijak ,, '' Saya sudah mendengarkan suara matahari	memanasi	bumi , suara bunga-bunga yang mekar merekah serta suara rumput yang menyerap air ,, '' Kalau begitu engkau sekarang	met
4601	dibohongi dan hanya menjadi negara ” penjaga hutan ” sementara negara lain tetap sesuka hati mengemisi karbon	memanasi	bumi ini . Pemerintah harus jeli melihat konsekuensi dari kredit karbon tersebut dan jangan hanya tergiur kompensasi	lit
4160	menyebabkan efek rumahkaca dan menipisnya lapisan ozon akibat pencemaran yang mengakibatkan radiasi matahari yang	memanasi	bumi tanpa atau hanya sedikit terfilter oleh lapisan ozon . </p><p> Secara langsung pemanasan global tidak mempengaruhi	lit
148126	meredup . Sesaat tebing sungai . Matahari telah naik , menghalau kabut ke lagi lenyap sama sekali . mana-mana ,	memanasi	bumi yang lembab oleh hujan Sunyi turun kembali ke bumi , berat menekan di semalam . Di tengah-tengah barisannya	lit
14002	limestone ) dalam sebuah bilik hampa oksigen ( oxygen-starved chamber ) . Dalam kondisi ini , obor plasma akan	memanasi	campuran tersebut hingga suhu di atas 1500 ° C untuk mem-vitrifikasi ( vitrify : change into glass or a glass-like	lit
148126	makna tempat . Contohnya : menduduki dan mendatangi . 4 ) menyatakan makna kausatif membuat jadi . Contohnya :	memanasi	dan melempari . c. Akhiran ( – an ) Akhiran – an berfungsi sebagai pembentuk kata nominal . Makna akhiran – an	lit
51087	dari sumpahnya . maka , akhirnya yang dilakukan Adipati Karna adalah pengorbanan yang terlampau besar . Dia rela	memanasi	dan mendukung Kurawa untuk menghancurkan Pandawa , tapi dalam hatinya dia bersumpah bahwa kematiannya di pihak	met
6184	cairan dan gas ( fluida geotermal ) dari bawah bumi yang dipindahkan dengan alat penukar panas ( heat exchanger )	memanasi	fluida organik melalui bagian penguapan ( vaporizer ) . Fluida organik ( seperti N-pentane ) itu kemudian disalurkan	lit
8797	memang ada yang pergi , tapi tidak selamanya . Ada yang berpulang , tapi bukan tidak kembali . Kenangan akan terus	memanasi	ingatan , membuat yang tiada kembali menjadi ada . </p><p> Tak gendong ke mana-mana / Tak gendong … . ^Dengarlah/dengar<vblex><actv><perf><sg><cap>+	met
17516	yang telah bermutasi ini . Neutrino yang telah bermutasi itu memberikan efek layaknya gelombang mikro , dan ia	memanasi	inti Bumi dengan cepat . Inti Bumi yang semakin panas nantinya berujung pada ketidakstabilan kerak Bumi . Pada	lit
515	Empat provokator lokal yang saat ini masih dalam penyidikan intensif jajarannya , kata Kapolda , disinyalir telah	memanasi	massa dan mengarahkan massa untuk melakukan perusakan dan pembakaran . Dari empat provokator ini , pihak kepolisian	met
14673	mulai tak sungkan lagi mempertontonkan kelihaian menarikan jemari di atas fret gitar . Entah siapa yang awalnya	memanasi	mereka untuk ikut tampil begitu . Tapi yang jelas mereka seperti kompak untuk menimbulkan lagi gelombang pendekar	met
201029	Diah tidak jauh dari lapangan tadi . Keesokan paginya Dandi beraktivitas seperti biasanya . Dandi sudah siap-siap	memanasi	motornya . Lalu dia pun berangkat ke sekolah namun sebelumnya Dandi menjemput Diah . Walau sekolah mereka berbeda	lit
4721	tertentu , seperti pekerjaan produktif baik itu yang dilakukan oleh perempuan dan laki-laki ( misalnya ketika	memanasi	nira ) , seharusnya bisa di substitusi atau digantikan oleh orang lain yang diupah . Namun hal itu , tidak dilakukan	lit
5197	Orang tua tersebut merasakan panas matahari dan keringat mulai tampak pada dahinya . Matahari terus menyinari dan	memanasi	orang tersebut dan akhirnya , orang tua itu melepaskan jaketnya . Matahari pun menang dalam pertandingan . </p>	lit
22176	Kerajaan Pulo Majeti . Aku dikepung dan hendak dicincang habis-habisan . Tua Kampung Handiwung pun ikut bantu	memanasi	"para prajurit agar segera melumatkan tubuhku sebab aku tak mau bela rakyat Kerajaan Pulo Majeti , "" tutur Jang"	met
6167	dalam siklus air , tetapi juga menapis cahaya matahari . Tanpa awan yang banyak , lebih banyak sinar matahari yang	memanasi	permukaan bumi , dan mengakibatkan suhu rata 2 di bumi mencapai 35 derajat Celcius , yaitu 20 derajat lebih tinggi	lit
7859	jenggotnya . ” </p><p> Istri : “ Ide yang bagus . Iya nanti malam saya laksanakan ” . </p><p> Ternyata si Budak tak hanya	memanasi	sang istri namun juga si suami . </p><p> Budak : “ Tuan , sepertinya Nyonya tidak sayang ya sama Tuan ? Lihat saja	met
169440	Ditemuinya perempuan tua , ibu Bramanti sedang duduk-duduk di dapur sambil menunggu api . Perempuan itu sedang	memanasi	santan kelapa untuk dibuatnya menjadi minyak . “ Ha , ” desis Ki Tambi . “ Aku akan menunggu sampai santan itu	lit
70130	tak mempu menahan amarahnya , saat itulah pintu terbuka bagi masuknya syetan ke dalam hati manusia untuk terus	memanasi	setiap relung di dalamnya . Hingga pada hitungan detik berikutnya , saat api amarah menyala , tak pelak lagi	met
2012	massa dengan berbagai modus tindakan seperti membakar ban atau memancing perkelahian , meneriakkan yel-yel yang	memanasi	situasi , merusak rambu-ratnbu lalu lintas , dan sebagainya . Setelah itu , provokator mendorong massa untuk	met
104606	acara-acara TV rekan-rekan yang menjadi penonton juga ikut-ikutan yang menyajikan acara khusus perkelahian yang	memanasi	situasi . Pada akhirnya , jika salah satu sangat populer di kalangan remaja . tidak dapat menahan amarahnya ,	met
148126	didefinisikan sebagai rekan-rekan yang menjadi penonton juga ikut-ikutan suatu cara untuk melawan dengan sangat kuat ,	memanasi	situasi . Pada akhirnya , Jika salah satu berkelahi , melukai , menyerang , membunuh , atau tidak dapat menahan	met
25415	Setelah dua kali memanggil tanpa mendapat jawaban , wanita itu pun keluar dari dapur setelah memastikan oven menyala	memanasi	spaghetti yang sudah siap sejak pagi tadi . </p><p> Tris mengintip dari balik gorden ruang tamu . Di halaman villa	lit
1641	berpihak ( kelompok hijau ) . Lega sekali rasanya memandang Gus Dur ' menghardik ' pihak yang menggonggong yang	memanasi	suasana agar diam . Geli rasanya melihat ketua MPR gelagapan dihardik sebagai ingin mendirikan negara Islam .	met
12376	LUPA MEMBUKA KACA JENDELANYA . 5 . Seorang pengemudi Truk di Turki , Nazim Canturkas , menyalakan korek untuk	memanasi	tanki bensinnya yang beku . Berdasarkan pernyataan dengan nada mengejek dari seorang anggota pemadam kebakaran	lit
7173	sering berendam di bak air panas , sekelompok lain karena obesitas ( kegemukan ) akibat gesekan lapisan lemak yang	memanasi	testis , dan kelompok pria yang dalam pekerjaannya duduk terlalu lama juga beresiko megalami kekurangan sperma	lit
69660	</p><p> Mereka terus berjalan , sementara kabut semakin menipis . Anak-anak merasakan kehangatan sinar matahari	memanasi	ubun-ubun . Mereka membuka jas masing-masing . Nikmat sekali rasanya panas matahari , setelah begitu lama berjalan	lit
6709	( foot ) . Beberapa tahapan yang harus dilakukan sebelum sebatang cerutu dapat dihisap antara lain : </p><p> 1 .	memanasi	ujung cerutu diatas nyala korek api sambil memutar-mutar cerutu agar pemanasan merata pada bidang bakar yang	lit
2162	. Seorang pembuat keris , bila akan menciptakan karya yang bagus tentu akan menempa baja nya berulang ulang ,	dipanasi	kemudian dipukul lagi .. begitu seterusnya . Saat inipun bangsa kita sedang dipukuli dan dipanaskan berkali-kali	lit
17180	depan monitor . </p><p> Kembaranku Mang Soma juga kesal karena makanan yang tersedia di meja sudah berkali-kali	dipanasi	sehingga rasanya sudah tumpuk menumpuk dan tidak keruan lagi rasanya . Yang asin menjadi semakin asin . Yang	lit
